Activity Master: Activity Master Number,Activity Master: ID,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,License Type (Arabic),Is Not Allowed for Coworking(ESR),RAKEZ HSE Risk Classification,Compliance Risk Rating -RR,Is Special,Activity Price,Activity Group,Activity Group (Arabic),GICS Business Sector,GICS Subsector,Segment Name English,Segment Name Arabic,Description,Description (Arabic),Qualification Requirement,Documents Required
AM-09017,a0v4K000001qV6T,Freezone,2211001,Rubber Tyres Manufacturing,صناعة الإطارات المطاطية,Active,"150,000",Industrial,صناعية,-,High,,Standard,,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,Consumer Discretionary,Automotive & Parts,Manufacture of tires and rubber products,صناعة الإطارات ومنتجات المطاط,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08183,a0v4H00000fYck1,Non-Freezone,7110504,Rural Planning Engineering Consultancy,استشارات هندسية في التخطيط الريفي,Active,,Professional,مهنية,-,Low,,Standard,,Consulting - Engineering and Architecture,الإستشارات - الهندسة والعمارة,,,Consulting - Engineering and Architecture,الإستشارات - الهندسة والعمارة,,,Certified_Academic_Degree,
AM-07121,a0v4H00000fYcSt,Non-Freezone,1512003,Saddlery and Harness Manufacturing,صناعة السروج والأعنة,Active,"150,000",Industrial,صناعية,-,Medium,,Standard,,Manual workshops,المشاغل اليدوية,,,Manual workshops,المشاغل اليدوية,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-03465,a0v580000018MEv,Freezone,513950,"Saddles & Animals, Birds Training Requisites Trading",تجارة السروج ولوازم ترويض الحيوانات والطيور,Active,,Commercial,تجارية,-,Low,,Standard,,Sports equipment trading,تجارة المعدات الرياضيه,Consumer Discretionary,Consumer Discretionary Distribution & Retail,,,"Includes reselling saddles, reins and accessories for horses, camels and other animals, involving veils, stands, straps and gloves for breeding and training.",يشمل إعادة بيع السروج والأعنة وغيرها من الأعتدة الخاصة بالخيول والجمال وغيرها من الحيوانات، بما في ذلك البراقع والمحامل والمحابس والقفازات الخاصة بتربية الصقور وتدريبها والعناية بها.,,
AM-07367,a0v4H00000fYcWr,Non-Freezone,2599121,"Safes, Strongboxes, Armoured Doors and Similar Manufacturing",صناعة الخزائن و الصناديق المتينة و الأبواب المصفحة وما يماثلها,Active,"150,000",Industrial,صناعية,-,Low,,Standard,,lockers rental and trading,تجارة وتأجير الخزائن,,,lockers rental and trading,تجارة وتأجير الخزائن,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08255,a0v4H00000fYclB,Non-Freezone,7110957,Safety and Prevention against Fire Engineering Consultancy,استشارات هندسة السلامة والوقاية من الحريق,Active,,Professional,مهنية,-,Low,,Standard,,safety and security equipment,معدات الأمن والسلامة,Industrials,Construction & Engineering,safety and security equipment,معدات الأمن والسلامة,,,Certified_Academic_Degree,
AM-06088,a0v580000018MvE,Freezone,742206,Safety Consultancies,استشارات السلامة والصحة المهنية,Active,,Services,خدمية,-,Low,,Standard,,"Consultancy -D- management, information and marketing",الاستشارات - الادارة والمعلومات,Industrials,Professional Services,,,"Includes providing safety and vocational health services and consultancies, such as examination of construction or industrial machinery, non- destructive examination and inspection, issuance of certificates of safety and vocational health measures applied therein, elaborating technical and economic feasibility studies on these machinery and equipment, technical supervision of the repair works , designing safety instructions posters.",يشمل المنشآت التي تقوم بالخدمات والاستشارات المتعلقة بالسلامة والصحة المهنية كفحص المعدات والمكائن المستخدمة في اعمال البناء والمقاولات او في المنشآت الصناعية واصدار شهادات بتوفر شروط السلامة والصحة المهنية بها، كما يشمل ذلك تقديم استشارات حول جدوى شراء تلك المعدات والمكائن، والاشراف الفن على اصلاحها واختبار نوع لوحات ارشادات السلامة وقياسها، وغير ذلك من الخدمات والاستشارات المتعلقة بمسائل الامن.,,
AM-06089,a0v580000018MvF,Freezone,261002,Safety Glass Manufacturing,صناعة زجاج الامان,Inactive,"150,000",Industrial,صناعية,-,Low,,Standard,,Glass industries,صناعة الزجاج,Materials,Construction Materials,,,"Includes manufacturing safety glass either by laminating a plastic layer between two sheets of glass , or by tempered glass, such glass is safe in using in the automobile windshields as it break into rounded grains rather than sharp shards.",يشمل صناعة زجاج الأمان عن طريق وضع طبقة بلاستيكية رقيقة بين لوحين زجاجيين،  أوعن طريق تقوية ومعالجة ألواح الزجاج بالحرارة، وذلك لإستخدامه في وسائل النقل حيث يشكل عامل أمان لأنه عند الإصطدام يتحطم على شكل أجزاء صغيرة وناعمة غير حادة ومتلاصقة.,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority, Ministry of Defence"
AM-03943,a0v580000018MMd,Non-Freezone,2310002,Safety Glass Manufacturing,صناعة زجاج الأمان,Inactive,,Industrial,صناعية,-,Low,,Standard,,Industrial 2,صناعيـــــــة 2,Materials,Construction Materials,,,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority, Ministry of Defence"
AM-06090,a0v580000018MvG,Freezone,369929,Safety Harness Fabrication,تجهيز حمالات الحماية,Active,"150,000",Industrial,صناعية,-,Medium,,Standard,,Personal requisities manufacturing,صناعة اللوازم الشخصية,Industrials,Commercial Services & Supplies,,,"Includes fabricating harness from ropes, webbing and locking hardware in order to use in protecting persons or animals or objects from injury or damage when ascending or descending above or the underground.",يشمل تجهيز حمالات وشبك الحماية من الحبال والشرائط المنسوجة والمشابك وذلك لحماية الأشخاص أو الحيوانات أو الأشياء من الإصابة أو التلف عند رفعها أو إنزالها إلى الأماكن المرتفعة أو المنخفضة,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08480,a0v4H00000g5mbZ,Non-Freezone,3230003,Sailboards and Surfboards Manufacturing,صناعة الألواح الشراعية وألواح ركوب الأمواج,Active,,Industrial,صناعية,-,Low,,Standard,,Shipbuilding and repair,صناعة وإصلاح السفن,,,Shipbuilding and repair,صناعة وإصلاح السفن,,,,"Environment Protection & Development Authority, Department of Civil Defense, CCTV Certificate from General Resources Authority"
AM-08749,a0v4K00000000B9,Freelance Permit,1621066,SALES ANALYST,محلل مبيعات,Active,,Freelance Permit,تصريح حر,-,Low,,,,General,عام,,,,,,,,
AM-06802,a0v5800000dp8Dn,Freezone,100004,Sales Promotion,ترويج المبيعات,Active,,Media,اعلام,-,Low,,Standard,,Media & Marketing Services,الخدمات التسويقية والإعلامية,Communication Services,Media,,,Sales Promotion,ترويج المبيعات,,Media Brief Form
